Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2010-02-05,24924.5,FALSE
1,1,2010-02-12,46039.49,TRUE
1,1,2010-02-19,41595.55,FALSE
1,1,2010-02-26,19403.54,FALSE
1,1,2010-03-05,21827.9,FALSE
1,1,2010-03-12,21043.39,FALSE
1,1,2010-03-19,22136.64,FALSE
1,1,2010-03-26,26229.21,FALSE
1,1,2010-04-02,57258.43,FALSE
1,1,2010-04-09,42960.91,FALSE
1,1,2010-04-16,17596.96,FALSE
1,1,2010-04-23,16145.35,FALSE
1,1,2010-04-30,16555.11,FALSE
1,1,2010-05-07,17413.94,FALSE
1,1,2010-05-14,18926.74,FALSE
1,1,2010-05-21,27000.0,TRUE
1,1,2010-05-28,20000.0,FALSE
1,1,2010-06-04,23000.0,FALSE
1,1,2010-06-11,25000.0,FALSE
1,1,2010-06-18,32000.0,FALSE
1,1,2010-06-25,35000.0,FALSE
1,1,2010-07-02,38000.0,FALSE
1,1,2010-07-09,40000.0,FALSE
1,1,2010-07-16,45000.0,FALSE
1,1,2010-07-23,52000.0,FALSE
1,1,2010-07-30,60000.0,FALSE
1,1,2010-08-06,65000.0,FALSE
1,1,2010-08-13,70000.0,FALSE
1,1,2010-08-20,75000.0,FALSE
1,1,2010-08-27,80000.0,FALSE
1,1,2010-09-03,85000.0,FALSE
1,1,2010-09-10,90000.0,FALSE
1,1,2010-09-17,95000.0,FALSE
1,1,2010-09-24,100000.0,FALSE
1,1,2010-10-01,105000.0,FALSE
1,1,2010-10-08,110000.0,FALSE
1,1,2010-10-15,115000.0,FALSE
1,1,2010-10-22,120000.0,FALSE
1,1,2010-10-29,125000.0,FALSE
1,1,2010-11-05,130000.0,FALSE
1,1,2010-11-12,135000.0,FALSE
1,1,2010-11-19,140000.0,FALSE
1,1,2010-11-26,145000.0,TRUE
1,1,2010-12-03,150000.0,FALSE
1,1,2010-12-10,155000.0,FALSE
1,1,2010-12-17,160000.0,FALSE
1,1,2010-12-24,165000.0,FALSE
1,1,2010-12-31,170000.0,FALSE
1,1,2011-01-07,175000.0,FALSE
1,1,2011-01-14,180000.0,FALSE
1,1,2011-01-21,185000.0,FALSE
1,1,2011-01-28,190000.0,FALSE
1,1,2011-02-04,195000.0,FALSE
1,1,2011-02-11,200000.0,TRUE
1,1,2011-02-18,205000.0,FALSE
1,1,2011-02-25,210000.0,FALSE
1,1,2011-03-04,215000.0,FALSE
1,1,2011-03-11,220000.0,FALSE
1,1,2011-03-18,225000.0,FALSE
1,1,2011-03-25,230000.0,FALSE
1,1,2011-04-01,235000.0,FALSE
1,1,2011-04-08,240000.0,FALSE
1,1,2011-04-15,245000.0,FALSE
1,1,2011-04-22,250000.0,FALSE
1,1,2011-04-29,255000.0,FALSE
1,1,2011-05-06,260000.0,FALSE
1,1,2011-05-13,265000.0,FALSE
1,1,2011-05-20,270000.0,FALSE
1,1,2011-05-27,275000.0,TRUE
1,1,2011-06-03,280000.0,FALSE
1,1,2011-06-10,285000.0,FALSE
1,1,2011-06-17,290000.0,FALSE
1,1,2011-06-24,295000.0,FALSE
1,1,2011-07-01,300000.0,FALSE
1,1,2011-07-08,305000.0,FALSE
1,1,2011-07-15,310000.0,FALSE
1,1,2011-07-22,315000.0,FALSE
1,1,2011-07-29,320000.0,FALSE
1,1,2011-08-05,325000.0,FALSE
1,1,2011-08-12,330000.0,FALSE
1,1,2011-08-19,335000.0,FALSE
1,1,2011-08-26,340000.0,FALSE
1,1,2011-09-02,345000.0,FALSE
1,1,2011-09-09,350000.0,FALSE
1,1,2011-09-16,355000.0,FALSE
1,1,2011-09-23,360000.0,FALSE
1,1,2011-09-30,365000.0,FALSE
1,1,2011-10-07,370000.0,FALSE
1,1,2011-10-14,375000.0,FALSE
1,1,2011-10-21,380000.0,FALSE
1,1,2011-10-28,385000.0,FALSE
1,1,2011-11-04,390000.0,FALSE
1,1,2011-11-11,395000.0,FALSE
1,1,2011-11-18,400000.0,FALSE
1,1,2011-11-25,405000.0,TRUE
1,1,2011-12-02,410000.0,FALSE
1,1,2011-12-09,415000.0,FALSE
1,1,2011-12-16,420000.0,FALSE
1,1,2011-12-23,425000.0,FALSE
1,1,2011-12-30,430000.0,FALSE
1,1,2012-01-06,435000.0,FALSE
1,1,2012-01-13,440000.0,FALSE
1,1,2012-01-20,445000.0,FALSE
1,1,2012-01-27,450000.0,FALSE
1,1,2012-02-03,455000.0,FALSE
1,1,2012-02-10,460000.0,TRUE
1,1,2012-02-17,465000.0,FALSE
1,1,2012-02-24,470000.0,FALSE
1,1,2012-03-02,475000.0,FALSE
1,1,2012-03-09,480000.0,FALSE
1,1,2012-03-16,485000.0,FALSE
1,1,2012-03-23,490000.0,FALSE
1,1,2012-03-30,495000.0,FALSE
1,1,2012-04-06,500000.0,FALSE
1,1,2012-04-13,505000.0,FALSE
1,1,2012-04-20,510000.0,FALSE
1,1,2012-04-27,515000.0,FALSE
1,1,2012-05-04,520000.0,FALSE
1,1,2012-05-11,525000.0,FALSE
1,1,2012-05-18,530000.0,FALSE
1,1,2012-05-25,535000.0,TRUE
1,1,2012-06-01,540000.0,FALSE
1,1,2012-06-08,545000.0,FALSE
1,1,2012-06-15,550000.0,FALSE
1,1,2012-06-22,555000.0,FALSE
1,1,2012-06-29,560000.0,FALSE
1,1,2012-07-06,565000.0,FALSE
1,1,2012-07-13,570000.0,FALSE
1,1,2012-07-20,575000.0,FALSE
1,1,2012-07-27,580000.0,FALSE
1,1,2012-08-03,585000.0,FALSE
1,1,2012-08-10,590000.0,FALSE
1,1,2012-08-17,595000.0,FALSE
1,1,2012-08-24,600000.0,FALSE
1,1,2012-08-31,605000.0,FALSE
1,1,2012-09-07,610000.0,FALSE
1,1,2012-09-14,615000.0,FALSE
1,1,2012-09-21,620000.0,FALSE
1,1,2012-09-28,625000.0,FALSE
1,1,2012-10-05,630000.0,FALSE
1,1,2012-10-12,635000.0,FALSE
1,1,2012-10-19,640000.0,FALSE
1,1,2012-10-26,645000.0,FALSE
1,1,2012-11-02,650000.0,FALSE
1,1,2012-11-09,655000.0,FALSE
1,1,2012-11-16,660000.0,FALSE
1,1,2012-11-23,665000.0,TRUE
1,1,2012-11-30,670000.0,FALSE
1,1,2012-12-07,675000.0,FALSE
1,1,2012-12-14,680000.0,FALSE
1,1,2012-12-21,685000.0,FALSE
1,1,2012-12-28,690000.0,FALSE
1,1,2013-01-04,695000.0,FALSE
1,1,2013-01-11,700000.0,FALSE
1,1,2013-01-18,705000.0,FALSE
1,1,2013-01-25,710000.0,FALSE
1,1,2013-02-01,715000.0,FALSE
1,1,2013-02-08,720000.0,TRUE
1,1,2013-02-15,725000.0,FALSE
1,1,2013-02-22,730000.0,FALSE
1,1,2013-03-01,735000.0,FALSE
1,1,2013-03-08,740000.0,FALSE
1,1,2013-03-15,745000.0,FALSE
1,1,2013-03-22,750000.0,FALSE
1,1,2013-03-29,755000.0,FALSE
1,1,2013-04-05,760000.0,FALSE
1,1,2013-04-12,765000.0,FALSE
1,1,2013-04-19,770000.0,FALSE
1,1,2013-04-26,775000.0,FALSE
1,1,2013-05-03,780000.0,FALSE
1,1,2013-05-10,785000.0,FALSE
1,1,2013-05-17,790000.0,FALSE
1,1,2013-05-24,795000.0,TRUE
1,1,2013-05-31,800000.0,FALSE
1,1,2013-06-07,805000.0,FALSE
1,1,2013-06-14,810000.0,FALSE
1,1,2013-06-21,815000.0,FALSE
1,1,2013-06-28,820000.0,FALSE
1,1,2013-07-05,825000.0,FALSE
1,1,2013-07-12,830000.0,FALSE
1,1,2013-07-19,835000.0,FALSE
1,1,2013-07-26,840000.0,FALSE
1,1,2013-08-02,845000.0,FALSE
1,1,2013-08-09,850000.0,FALSE
1,1,2013-08-16,855000.0,FALSE
1,1,2013-08-23,860000.0,FALSE
1,1,2013-08-30,865000.0,FALSE
1,1,2013-09-06,870000.0,FALSE
1,1,2013-09-13,875000.0,FALSE
1,1,2013-09-20,880000.0,FALSE
1,1,2013-09-27,885000.0,FALSE
1,1,2013-10-04,890000.0,FALSE
1,1,2013-10-11,895000.0,FALSE
1,1,2013-10-18,900000.0,FALSE
1,1,2013-10-25,905000.0,FALSE
1,1,2013-11-01,910000.0,FALSE
1,1,2013-11-08,915000.0,FALSE
1,1,2013-11-15,920000.0,FALSE
1,1,2013-11-22,925000.0,TRUE
1,1,2013-11-29,930000.0,FALSE
1,1,2013-12-06,935000.0,FALSE
1,1,2013-12-13,940000.0,FALSE
1,1,2013-12-20,945000.0,FALSE
1,1,2013-12-27,950000.0,FALSE
1,1,2014-01-03,955000.0,FALSE
1,1,2014-01-10,960000.0,FALSE
1,1,2014-01-17,965000.0,FALSE
1,1,2014-01-24,970000.0,FALSE
1,1,2014-01-31,975000.0,FALSE
1,1,2014-02-07,980000.0,TRUE
1,1,2014-02-14,985000.0,FALSE
1,1,2014-02-21,990000.0,FALSE
1,1,2014-02-28,995000.0,FALSE
1,1,2014-03-07,1000000.0,FALSE
1,1,2014-03-14,1005000.0,FALSE
1,1,2014-03-21,1010000.0,FALSE
1,1,2014-03-28,1015000.0,FALSE
1,1,2014-04-04,1020000.0,FALSE
1,1,2014-04-11,1025000.0,FALSE
1,1,2014-04-18,1030000.0,FALSE
1,1,2014-04-25,1035000.0,FALSE
1,1,2014-05-02,1040000.0,FALSE
1,1,2014-05-09,1045000.0,FALSE
1,1,2014-05-16,1050000.0,FALSE
1,1,2014-05-23,1055000.0,TRUE
1,1,2014-05-30,1060000.0,FALSE
1,1,2014-06-06,1065000.0,FALSE
1,1,2014-06-13,1070000.0,FALSE
1,1,2014-06-20,1075000.0,FALSE
1,1,2014-06-27,1080000.0,FALSE
1,1,2014-07-04,1085000.0,FALSE
1,1,2014-07-11,1090000.0,FALSE
1,1,2014-07-18,1095000.0,FALSE
1,1,2014-07-25,1100000.0,FALSE
1,1,2014-08-01,1105000.0,FALSE
1,1,2014-08-08,1110000.0,FALSE
1,1,2014-08-15,1115000.0,FALSE
1,1,2014-08-22,1120000.0,FALSE
1,1,2014-08-29,1125000.0,FALSE
1,1,2014-09-05,1130000.0,FALSE
1,1,2014-09-12,1135000.0,FALSE
1,1,2014-09-19,1140000.0,FALSE
1,1,2014-09-26,1145000.0,FALSE
1,1,2014-10-03,1150000.0,FALSE
1,1,2014-10-10,1155000.0,FALSE
1,1,2014-10-17,1160000.0,FALSE
1,1,2014-10-24,1165000.0,FALSE
1,1,2014-10-31,1170000.0,FALSE
1,1,2014-11-07,1175000.0,FALSE
1,1,2014-11-14,1180000.0,FALSE
1,1,2014-11-21,1185000.0,FALSE
1,1,2014-11-28,1190000.0,TRUE
1,1,2014-12-05,1195000.0,FALSE
1,1,2014-12-12,1200000.0,FALSE
1,1,2014-12-19,1205000.0,FALSE
1,1,2014-12-26,1210000.0,FALSE
1,1,2015-01-02,1215000.0,FALSE
1,1,2015-01-09,1220000.0,FALSE
1,1,2015-01-16,1225000.0,FALSE
1,1,2015-01-23,1230000.0,FALSE
1,1,2015-01-30,1235000.0,FALSE
1,1,2015-02-06,1240000.0,TRUE
1,1,2015-02-13,1245000.0,FALSE
1,1,2015-02-20,1250000.0,FALSE
1,1,2015-02-27,1255000.0,FALSE
1,1,2015-03-06,1260000.0,FALSE
1,1,2015-03-13,1265000.0,FALSE
1,1,2015-03-20,1270000.0,FALSE
1,1,2015-03-27,1275000.0,FALSE
1,1,2015-04-03,1280000.0,FALSE
1,1,2015-04-10,1285000.0,FALSE
1,1,2015-04-17,1290000.0,FALSE
1,1,2015-04-24,1295000.0,FALSE
1,1,2015-05-01,1300000.0,FALSE
1,1,2015-05-08,1305000.0,FALSE
1,1,2015-05-15,1310000.0,FALSE
1,1,2015-05-22,1315000.0,TRUE
1,1,2015-05-29,1320000.0,FALSE
1,1,2015-06-05,1325000.0,FALSE
1,1,2015-06-12,1330000.0,FALSE
1,1,2015-06-19,1335000.0,FALSE
1,1,2015-06-26,1340000.0,FALSE
1,1,2015-07-03,1345000.0,FALSE
1,1,2015-07-10,1350000.0,FALSE
1,1,2015-07-17,1355000.0,FALSE
1,1,2015-07-24,1360000.0,FALSE
1,1,2015-07-31,1365000.0,FALSE
1,1,2015-08-07,1370000.0,FALSE
1,1,2015-08-14,1375000.0,FALSE
1,1,2015-08-21,1380000.0,FALSE
1,1,2015-08-28,1385000.0,FALSE
1,1,2015-09-04,1390000.0,FALSE
1,1,2015-09-11,1395000.0,FALSE
1,1,2015-09-18,1400000.0,FALSE
1,1,2015-09-25,1405000.0,FALSE
1,1,2015-10-02,1410000.0,FALSE
1,1,2015-10-09,1415000.0,FALSE
1,1,2015-10-16,1420000.0,FALSE
1,1,2015-10-23,1425000.0,FALSE
1,1,2015-10-30,1430000.0,FALSE
1,1,2015-11-06,1435000.0,FALSE
1,1,2015-11-13,1440000.0,FALSE
1,1,2015-11-20,1445000.0,FALSE
1,1,2015-11-27,1450000.0,TRUE
1,1,2015-12-04,1455000.0,FALSE
1,1,2015-12-11,1460000.0,FALSE
1,1,2015-12-18,1465000.0,FALSE
1,1,2015-12-25,1470000.0,FALSE
1,1,2016-01-01,1475000.0,FALSE
1,1,2016-01-08,1480000.0,FALSE
1,1,2016-01-15,1485000.0,FALSE
1,1,2016-01-22,1490000.0,FALSE
1,1,2016-01-29,1495000.0,FALSE
1,1,2016-02-05,1500000.0,TRUE
1,1,2016-02-12,1505000.0,FALSE
1,1,2016-02-19,1510000.0,FALSE
1,1,2016-02-26,1515000.0,FALSE
1,1,2016-03-04,1520000.0,FALSE
1,1,2016-03-11,1525000.0,FALSE
1,1,2016-03-18,1530000.0,FALSE
1,1,2016-03-25,1535000.0,FALSE
1,1,2016-04-01,1540000.0,FALSE
1,1,2016-04-08,1545000.0,FALSE
1,1,2016-04-15,1550000.0,FALSE
1,1,2016-04-22,1555000.0,FALSE
1,1,2016-04-29,1560000.0,FALSE
1,1,2016-05-06,1565000.0,FALSE
1,1,2016-05-13,1570000.0,FALSE
1,1,2016-05-20,1575000.0,TRUE
1,1,2016-05-27,1580000.0,FALSE
1,1,2016-06-03,1585000.0,FALSE
1,1,2016-06-10,1590000.0,FALSE
1,1,2016-06-17,1595000.0,FALSE
1,1,2016-06-24,1600000.0,FALSE
1,1,2016-07-01,1605000.0,FALSE
1,1,2016-07-08,1610000.0,FALSE
1,1,2016-07-15,1615000.0,FALSE
1,1,2016-07-22,1620000.0,FALSE
1,1,2016-07-29,1625000.0,FALSE
1,1,2016-08-05,1630000.0,FALSE
1,1,2016-08-12,1635000.0,FALSE
1,1,2016-08-19,1640000.0,FALSE
1,1,2016-08-26,1645000.0,FALSE
1,1,2016-09-02,1650000.0,FALSE
1,1,2016-09-09,1655000.0,FALSE
1,1,2016-09-16,1660000.0,FALSE
1,1,2016-09-23,1665000.0,FALSE
1,1,2016-09-30,1670000.0,FALSE
1,1,2016-10-07,1675000.0,FALSE
1,1,2016-10-14,1680000.0,FALSE
1,1,2016-10-21,1685000.0,FALSE
1,1,2016-10-28,1690000.0,FALSE
1,1,2016-11-04,1695000.0,FALSE
1,1,2016-11-11,1700000.0,FALSE
1,1,2016-11-18,1705000.0,FALSE
1,1,2016-11-25,1710000.0,TRUE
1,1,2016-12-02,1715000.0,FALSE
1,1,2016-12-09,1720000.0,FALSE
1,1,2016-12-16,1725000.0,FALSE
1,1,2016-12-23,1730000.0,FALSE
1,1,2016-12-30,1735000.0,FALSE
1,1,2017-01-06,1740000.0,FALSE
1,1,2017-01-13,1745000.0,FALSE
1,1,2017-01-20,1750000.0,FALSE
1,1,2017-01-27,1755000.0,FALSE
1,1,2017-02-03,1760000.0,TRUE
1,1,2017-02-10,1765000.0,FALSE
1,1,2017-02-17,1770000.0,FALSE
1,1,2017-02-24,1775000.0,FALSE
1,1,2017-03-03,1780000.0,FALSE
1,1,2017-03-10,1785000.0,FALSE
1,1,2017-03-17,1790000.0,FALSE
1,1,2017-03-24,1795000.0,FALSE
1,1,2017-03-31,1800000.0,FALSE
1,1,2017-04-07,1805000.0,FALSE
1,1,2017-04-14,1810000.0,FALSE
1,1,2017-04-21,1815000.0,FALSE
1,1,2017-04-28,1820000.0,FALSE
1,1,2017-05-05,1825000.0,FALSE
1,1,2017-05-12,1830000.0,FALSE
1,1,2017-05-19,1835000.0,TRUE
1,1,2017-05-26,1840000.0,FALSE
1,1,2017-06-02,1845000.0,FALSE
1,1,2017-06-09,1850000.0,FALSE
1,1,2017-06-16,1855000.0,FALSE
1,1,2017-06-23,1860000.0,FALSE
1,1,2017-06-30,1865000.0,FALSE
1,1,2017-07-07,1870000.0,FALSE
1,1,2017-07-14,1875000.0,FALSE
1,1,2017-07-21,1880000.0,FALSE
1,1,2017-07-28,1885000.0,FALSE
1,1,2017-08-04,1890000.0,FALSE
1,1,2017-08-11,1895000.0,FALSE
1,1,2017-08-18,1900000.0,FALSE
1,1,2017-08-25,1905000.0,FALSE
1,1,2017-09-01,1910000.0,FALSE
1,1,2017-09-08,1915000.0,FALSE
1,1,2017-09-15,1920000.0,FALSE
1,1,2017-09-22,1925000.0,FALSE
1,1,2017-09-29,1930000.0,FALSE
1,1,2017-10-06,1935000.0,FALSE
1,1,2017-10-13,1940000.0,FALSE
1,1,2017-10-20,1945000.0,FALSE
1,1,2017-10-27,1950000.0,FALSE
1,1,2017-11-03,1955000.0,FALSE
1,1,2017-11-10,1960000.0,FALSE
1,1,2017-11-17,1965000.0,FALSE
1,1,2017-11-24,1970000.0,TRUE
1,1,2017-12-01,1975000.0,FALSE
1,1,2017-12-08,1980000.0,FALSE
1,1,2017-12-15,1985000.0,FALSE
1,1,2017-12-22,1990000.0,FALSE
1,1,2017-12-29,1995000.0,FALSE
1,1,2018-01-05,2000000.0,FALSE
1,1,2018-01-12,2005000.0,FALSE
1,1,2018-01-19,2010000.0,FALSE
1,1,2018-01-26,2015000.0,FALSE
1,1,2018-02-02,2020000.0,TRUE
1,1,2018-02-09,2025000.0,FALSE
1,1,2018-02-16,2030000.0,FALSE
1,1,2018-02-23,2035000.0,FALSE
1,1,2018-03-02,2040000.0,FALSE
1,1,2018-03-09,2045000.0,FALSE
1,1,2018-03-16,2050000.0,FALSE
1,1,2018-03-23,2055000.0,FALSE
1,1,2018-03-30,2060000.0,FALSE
1,1,2018-04-06,2065000.0,FALSE
1,1,2018-04-13,2070000.0,FALSE
1,1,2018-04-20,2075000.0,FALSE
1,1,2018-04-27,2080000.0,FALSE
1,1,2018-05-04,2085000.0,FALSE
1,1,2018-05-11,2090000.0,FALSE
1,1,2018-05-18,2095000.0,TRUE
1,1,2018-05-25,2100000.0,FALSE
1,1,2018-06-01,2105000.0,FALSE
1,1,2018-06-08,2110000.0,FALSE
1,1,2018-06-15,2115000.0,FALSE
1,1,2018-06-22,2120000.0,FALSE
1,1,2018-06-29,2125000.0,FALSE
1,1,2018-07-06,2130000.0,FALSE
1,1,2018-07-13,2135000.0,FALSE
1,1,2018-07-20,2140000.0,FALSE
1,1,2018-07-27,2145000.0,FALSE
1,1,2018-08-03,2150000.0,FALSE
1,1,2018-08-10,2155000.0,FALSE
1,1,2018-08-17,2160000.0,FALSE
1,1,2018-08-24,2165000.0,FALSE
1,1,2018-08-31,2170000.0,FALSE
1,1,2018-09-07,2175000.0,FALSE
1,1,2018-09-14,2180000.0,FALSE
1,1,2018-09-21,2185000.0,FALSE
1,1,2018-09-28,2190000.0,FALSE
1,1,2018-10-05,2195000.0,FALSE
1,1,2018-10-12,2200000.0,FALSE